ClientNumber,ClientName,ClientIndustry,StateCode,CardNumber,CardCVN,CardExpiry,ECI,CardPAN,TransactionSource,SummaryCode,BankAccountType,ReferenceNumber,PrincipleAmount,SurchargeRate,SurchargeAmount,LateFee,Amount,Currency,ReminderSent,CreditScore,CreditScoreStatus,CreditStatusProgress,Date,Time
93-5938122,Hieronymus,Human Resources,TX,1233-4610-3155-9031,585,2024-10,REC,AX,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,CEJW4800598,4192.7,0.02,83.854,0,4276.574,AUD,Yes,501,Poor,Decreased,15/09/2020,5:07 AM
20-9937848,Tybie,Support,VA,2991-4808-8211-5319,514,2024-06,MTO,AX,AUSTRALIA_POST,Approved,AustraliaPost,EYVT0374237,8483.2,0.02,169.664,0,8652.884,AUD,No,677,Good,Increased,28/01/2021,5:12 PM
95-4553047,Nels,Services,MO,7356-2192-2802-1455,592,2024-09,SSL,EFT,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,BPBZ0736522,3095.5,0.005,15.4775,0,3110.9825,AUD,No,343,Poor,NoChange,23/02/2022,10:19 PM
90-7929062,Nikolas,Legal,TN,0120-2973-4017-3694,475,2024-06,SSL,VI,BRANCH_PAYMENT,Pending,BranchPayment,BPIN8315546,8744.7,0.01,87.447,0,8832.157,AUD,Yes,577,Poor,Increased,12/04/2022,12:21 PM
65-5452110,Tonya,Services,GA,5348-6560-9004-3785,432,2024-10,REC,EFT,BPAY,Pending,BPay,NAGD3099067,1416.3,0.005,7.0815,0,1423.3865,AUD,Yes,523,Poor,Decreased,3/12/2021,11:30 AM
44-3436454,Oren,Engineering,WI,0001-7539-0531-4465,573,2024-08,REC,AX,BRANCH_PAYMENT,Declined,BranchPayment,YLAR8887286,5496.3,0.02,109.926,0,5606.246,AUD,No,411,Poor,Decreased,30/11/2021,2:09 AM
29-6687795,Marney,Product Management,KY,1343-3069-4104-7611,165,2024-04,MTO,VI,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,XAXQ4742749,1982.9,0.01,19.829,0,2002.739,AUD,No,603,Fair,Decreased,11/06/2020,10:47 AM
03-6644028,Guthrey,Sales,TN,6142-1810-6037-4819,473,2024-01,MTO,MC,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,WQRU0825423,3270.6,0.01,32.706,0,3303.316,AUD,Yes,680,Good,Decreased,21/12/2020,10:00 AM
39-8047124,Carlin,Product Management,MD,5472-7249-0828-2271,640,2024-06,REC,EFT,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,CEKU7365517,2235.2,0.005,11.176,0,2246.381,AUD,Yes,529,Poor,Increased,25/04/2022,3:23 AM
37-8605374,Idaline,Accounting,KY,0955-5020-7522-0689,279,2024-10,SSL,AX,AUSTRALIA_POST,Pending,AustraliaPost,IIGW0848575,1163.9,0.02,23.278,0,1187.198,AUD,Yes,739,No Data,Decreased,7/09/2020,10:03 PM
18-4150070,Genevra,Business Development,PA,8624-6764-2579-7125,608,2024-03,SSL,VI,BRANCH_PAYMENT,Declined,BranchPayment,ZAOM5859428,3031.6,0.01,30.316,0,3061.926,AUD,No,445,Poor,Increased,29/03/2021,1:59 PM
31-8681249,Kristo,Product Management,MN,2854-3786-6212-1315,635,2024-03,SSL,AX,AUSTRALIA_POST,Approved,AustraliaPost,AICU8393429,2922.9,0.02,58.458,0,2981.378,AUD,No,391,Poor,Increased,27/12/2020,3:48 PM
52-2555778,Dede,Legal,CA,2265-5709-1175-6862,49,2024-02,MTO,VI,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,DZPS6948595,3642,0.01,36.42,0,3678.43,AUD,No,528,Poor,Increased,21/12/2021,1:32 PM
14-3272708,Helena,Training,PA,8411-3166-1355-3517,490,2024-09,REC,EFT,AUSTRALIA_POST,Approved,AustraliaPost,FXSY7518135,8514.8,0.005,42.574,0,8557.379,AUD,Yes,707,Good,Increased,10/02/2022,5:36 AM
13-1654273,Halette,Training,TX,7998-7019-4663-2004,523,2024-07,REC,MC,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,OSUQ7873964,7350,0.01,73.5,0,7423.51,AUD,No,366,Poor,Increased,13/09/2021,10:43 PM
66-4805644,Libbi,Sales,VA,0627-2707-5716-8604,500,2024-06,REC,EFT,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,EPSM8803564,477.6,0.005,2.388,0,479.993,AUD,No,594,Fair,NoChange,17/06/2021,1:17 PM
35-1099226,Kerrie,Training,CA,6523-0172-2595-2260,770,2024-06,REC,AX,AUSTRALIA_POST,Pending,AustraliaPost,ZIAW2281672,5300.1,0.02,106.002,0,5406.122,AUD,Yes,558,Poor,Increased,19/06/2020,12:09 AM
80-5039203,Elwood,Marketing,MA,6940-4848-0643-6301,248,2024-04,REC,MC,BPAY,Approved,BPay,GGGQ2181730,3865.7,0.01,38.657,0,3904.367,AUD,No,667,Fair,Increased,11/12/2021,4:32 PM
57-5585529,Ermanno,Business Development,MI,2889-0341-7086-8624,616,2024-05,SSL,VI,BRANCH_PAYMENT,Approved,BranchPayment,POYX2793313,2984.4,0.01,29.844,0,3014.254,AUD,Yes,457,Poor,Increased,31/01/2022,2:41 AM
73-4443179,Evangeline,Human Resources,AK,0741-5032-6468-3363,650,2024-04,REC,VI,BRANCH_PAYMENT,Approved,BranchPayment,ODIT6060307,8442.9,0.01,84.429,0,8527.339,AUD,Yes,387,Poor,NoChange,7/12/2021,2:23 PM
85-2851662,Brett,Training,TN,2521-6379-5985-6663,473,2024-07,REC,VI,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,YHYS0767692,408.6,0.01,4.086,0,412.696,AUD,Yes,486,Poor,Decreased,11/01/2022,3:55 AM
17-4619830,Herold,Services,TX,2887-0345-9514-1923,204,2024-01,REC,MC,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,IVQD3014598,5555.5,0.01,55.555,0,5611.065,AUD,No,428,Poor,NoChange,15/02/2022,5:57 AM
39-2269443,Madlin,Accounting,IN,8417-7482-7640-7042,721,2024-07,MTO,AX,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,SHQW3943609,6365.7,0.02,127.314,0,6493.034,AUD,Yes,626,Fair,Decreased,25/01/2022,8:33 PM
23-1076042,Dyann,Product Management,AZ,7450-4231-4425-4476,165,2024-02,MTO,AX,BRANCH_PAYMENT,Approved,BranchPayment,KCIH1730962,4809.5,0.02,96.19,0,4905.71,AUD,No,662,Fair,Increased,19/03/2022,7:58 AM
74-6745253,Stefanie,Training,MI,7465-2981-3231-3306,127,2024-01,REC,EFT,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,CNNY6916099,6847.5,0.005,34.2375,0,6881.7425,AUD,No,557,Poor,Increased,24/08/2021,5:59 PM
67-5351009,Gregorius,Accounting,IN,0321-1386-1295-5020,584,2024-02,REC,AX,BPAY,Declined,BPay,EZKP6862207,5927.3,0.02,118.546,0,6045.866,AUD,Yes,527,Poor,NoChange,2/07/2020,10:28 PM
41-9718093,Phebe,Sales,NY,7764-6299-1526-3159,584,2024-04,REC,AX,BPAY,Approved,BPay,DSZF8611393,3728.2,0.02,74.564,0,3802.784,AUD,No,644,Fair,NoChange,24/12/2020,12:45 PM
08-8330925,Jourdan,Research and Development,NV,1033-7906-6949-2724,917,2024-10,SSL,AX,BPAY,Pending,BPay,JACO3184308,4543,0.02,90.86,0,4633.88,AUD,No,332,Poor,Increased,23/01/2021,4:55 PM
89-8794720,Georges,Sales,IL,0978-1721-7823-7508,467,2024-08,REC,MC,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,XIQC6253211,8855.4,0.01,88.554,0,8943.964,AUD,No,548,Poor,Decreased,18/02/2021,11:05 PM
91-3691766,Fenelia,Research and Development,NC,0062-5150-1522-7992,911,2024-08,SSL,MC,AUSTRALIA_POST,Declined,AustraliaPost,PCUD7211386,4101.4,0.01,41.014,0,4142.424,AUD,Yes,424,Poor,NoChange,25/07/2020,9:02 PM
78-6841474,Ulberto,Product Management,OH,4506-8181-9701-8323,526,2024-05,MTO,MC,BRANCH_PAYMENT,Pending,BranchPayment,RTGC6127665,1674.8,0.01,16.748,0,1691.558,AUD,Yes,447,Poor,Decreased,12/09/2020,6:55 PM
51-4006622,Mandy,Marketing,IN,3146-5967-1850-3871,417,2024-11,MTO,AX,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,HJJV6756233,8854.7,0.02,177.094,0,9031.814,AUD,No,430,Poor,Increased,11/02/2021,10:48 AM
24-7192756,Ariadne,Accounting,CA,3149-8187-1073-4090,497,2024-11,MTO,EFT,BPAY,Approved,BPay,YUGA6906208,3258.7,0.005,16.2935,0,3274.9985,AUD,Yes,611,Fair,NoChange,15/09/2021,6:36 AM
87-0198082,Bron,Sales,DC,7953-8918-8876-2129,672,2024-06,MTO,VI,BRANCH_PAYMENT,Pending,BranchPayment,EYXB5009001,6632.4,0.01,66.324,0,6698.734,AUD,Yes,601,Fair,NoChange,1/06/2021,8:31 AM
71-4415085,Raquel,Training,FL,3874-6266-5329-0468,883,2024-10,REC,MC,BRANCH_PAYMENT,Approved,BranchPayment,HRPT2850931,5395.1,0.01,53.951,0,5449.061,AUD,No,484,Poor,Decreased,10/10/2021,8:47 AM
22-7671802,Farlay,Research and Development,NY,3566-4183-6757-4126,12,2024-09,REC,VI,BPAY,Approved,BPay,OOJW6388896,5958.5,0.01,59.585,0,6018.095,AUD,No,411,Poor,Decreased,30/07/2020,5:00 PM
75-9749655,Mel,Sales,AZ,8419-7919-3543-6809,722,2024-02,MTO,EFT,BPAY,Declined,BPay,WGWA0910482,4629.1,0.005,23.1455,0,4652.2505,AUD,No,508,Poor,NoChange,21/05/2021,3:58 PM
44-3203806,Julita,Engineering,MD,6129-0506-4730-1099,998,2024-06,SSL,VI,BRANCH_PAYMENT,Approved,BranchPayment,ROOM4985672,6604.2,0.01,66.042,0,6670.252,AUD,No,604,Fair,NoChange,1/07/2020,6:37 AM
11-8662593,Lolly,Training,PA,5710-6116-4170-8232,177,2024-08,MTO,AX,BPAY,Approved,BPay,HCZW2853652,4983.8,0.02,99.676,0,5083.496,AUD,Yes,364,Poor,Increased,19/12/2021,11:38 AM
74-5754428,Tabby,Training,OH,2307-2859-2057-0150,922,2024-07,MTO,MC,BRANCH_PAYMENT,Pending,BranchPayment,ZXNT4996843,5779.8,0.01,57.798,0,5837.608,AUD,No,399,Poor,Decreased,10/03/2021,9:22 AM
05-6499199,Pamella,Business Development,FL,3505-1133-4781-0051,17,2024-10,MTO,AX,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,QARD9856765,1541.1,0.02,30.822,0,1571.942,AUD,Yes,463,Poor,Decreased,15/07/2020,3:30 AM
16-9694279,Eldridge,Research and Development,WA,5265-9112-0508-8149,410,2024-06,REC,EFT,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,OQCY7769995,2414.1,0.005,12.0705,0,2426.1755,AUD,Yes,379,Poor,NoChange,6/01/2022,6:48 PM
17-2044080,Burnard,Engineering,OH,4740-2289-8873-9305,810,2024-07,MTO,EFT,BRANCH_PAYMENT,Approved,BranchPayment,WJRX2971746,7434,0.005,37.17,0,7471.175,AUD,Yes,382,Poor,Increased,19/12/2020,6:01 AM
06-1528852,Lilyan,Engineering,LA,7914-7199-6222-9150,225,2024-03,REC,AX,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,NUUB8737071,8113.5,0.02,162.27,0,8275.79,AUD,Yes,721,Good,Increased,21/09/2021,10:36 AM
41-3056853,Dionisio,Legal,TX,7982-8749-1073-4225,667,2024-06,SSL,EFT,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,CWJF0414804,5064.3,0.005,25.3215,0,5089.6265,AUD,No,737,Good,Decreased,31/08/2020,9:02 AM
16-4351097,Rosalynd,Support,FL,4287-7234-5527-9842,16,2024-09,REC,AX,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,EMIX8790883,7538.5,0.02,150.77,0,7689.29,AUD,No,647,Fair,Increased,6/09/2020,11:11 PM
25-9607638,Leigha,Marketing,FL,8799-1941-9930-3985,496,2024-02,MTO,EFT,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,RRYO0069121,3680.2,0.005,18.401,0,3698.606,AUD,No,408,Poor,Decreased,16/08/2021,10:50 AM
16-6444232,Evie,Support,CA,3441-2025-8709-2254,955,2024-09,SSL,MC,AUSTRALIA_POST,Declined,AustraliaPost,VJNA3448869,2955.6,0.01,29.556,0,2985.166,AUD,Yes,308,Poor,NoChange,13/03/2021,8:58 AM
05-6816900,Corrinne,Legal,AR,4043-6643-1641-0499,262,2024-01,MTO,EFT,BRANCH_PAYMENT,Pending,BranchPayment,WMPF4799653,279.2,0.005,1.396,0,280.601,AUD,Yes,311,Poor,Decreased,3/09/2020,11:21 AM
94-9833865,Abrahan,Marketing,DC,5053-4047-3428-7682,255,2024-10,REC,MC,BPAY,Declined,BPay,BPQS0916376,8230.4,0.01,82.304,0,8312.714,AUD,No,638,Fair,NoChange,9/01/2022,8:23 AM
18-0737546,Marc,Product Management,IL,6252-1266-6558-9142,513,2024-02,SSL,MC,BRANCH_PAYMENT,Approved,BranchPayment,PKCK6286559,4135.8,0.01,41.358,0,4177.168,AUD,No,442,Poor,Decreased,5/09/2021,7:32 PM
64-2737460,Eduard,Business Development,FL,4879-8208-1781-7423,805,2024-01,MTO,AX,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,SKFF1873753,7514.6,0.02,150.292,0,7664.912,AUD,No,561,Poor,Increased,21/06/2020,1:19 PM
28-8128285,Eachelle,Product Management,DC,9643-8820-5001-0909,286,2024-08,SSL,EFT,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,XZFO7878104,5634.8,0.005,28.174,0,5662.979,AUD,No,336,Poor,NoChange,19/06/2021,12:03 AM
14-5982844,Ambur,Legal,IA,7296-8384-1941-1943,99,2024-07,MTO,EFT,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,DTZP2390794,4715.3,0.005,23.5765,0,4738.8815,AUD,No,649,Fair,Decreased,19/02/2022,8:46 AM
71-7570129,Teodoro,Support,FL,9960-1611-0480-7625,535,2024-10,REC,VI,BRANCH_PAYMENT,Declined,BranchPayment,YFOR0128763,4775.8,0.01,47.758,0,4823.568,AUD,No,686,Good,NoChange,14/07/2021,2:54 PM
53-8181232,Margy,Sales,NY,0864-2593-0454-2572,802,2024-05,SSL,MC,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,GFOP5013588,1945.9,0.01,19.459,0,1965.369,AUD,Yes,618,Fair,NoChange,3/03/2021,2:52 AM
25-2891300,Nadeen,Marketing,OR,5156-3227-1548-6324,91,2024-01,SSL,MC,BPAY,Declined,BPay,ANLR6293270,5495.2,0.01,54.952,0,5550.162,AUD,No,670,Good,NoChange,4/08/2020,3:00 AM
57-4483611,Julina,Human Resources,CA,5914-1086-2430-8916,732,2024-06,REC,MC,AUSTRALIA_POST,Approved,AustraliaPost,XFVK9088123,738.6,0.01,7.386,0,745.996,AUD,Yes,360,Poor,NoChange,2/06/2020,9:14 PM
27-7232860,Esra,Legal,FL,8724-7581-1615-3378,728,2024-11,MTO,MC,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,LFQS8532100,4708.9,0.01,47.089,0,4755.999,AUD,Yes,512,Poor,NoChange,12/02/2021,12:02 PM
73-8529842,Bealle,Research and Development,PA,1914-3199-2512-5579,408,2024-08,REC,EFT,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,GNUV5456861,4422.7,0.005,22.1135,0,4444.8185,AUD,No,602,Fair,Decreased,19/11/2020,2:23 AM
89-0769759,Julina,Accounting,VA,4472-6099-4745-5136,813,2024-07,MTO,AX,BPAY,Approved,BPay,WTJJ5254077,580,0.02,11.6,0,591.62,AUD,Yes,414,Poor,Increased,1/09/2021,7:54 AM
09-8377103,Lenora,Engineering,CA,6477-1031-0561-7290,133,2024-04,SSL,MC,AUSTRALIA_POST,Declined,AustraliaPost,EMAJ7151458,2413.2,0.01,24.132,0,2437.342,AUD,No,684,Good,Decreased,2/08/2020,11:52 AM
24-5021524,Melamie,Accounting,NY,4615-2817-1660-0990,605,2024-09,REC,EFT,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,ZZYS7265819,883.6,0.005,4.418,0,888.023,AUD,No,403,Poor,NoChange,15/03/2022,6:26 AM
14-1584014,Homerus,Training,MO,6609-1389-8230-4539,341,2024-06,MTO,AX,BRANCH_PAYMENT,Approved,BranchPayment,UZAM6492663,5883.8,0.02,117.676,0,6001.496,AUD,Yes,599,Fair,NoChange,16/08/2020,10:30 PM
01-5520812,Leopold,Legal,CA,5850-6117-3616-6758,550,2024-03,REC,AX,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,SVYU5224534,4269.2,0.02,85.384,0,4354.604,AUD,Yes,559,Poor,Decreased,10/12/2021,1:37 AM
20-9164886,Ciro,Support,CA,1170-1998-9781-4283,122,2024-09,REC,AX,AUSTRALIA_POST,Pending,AustraliaPost,ZAOT8936082,2305.1,0.02,46.102,0,2351.222,AUD,Yes,665,Fair,NoChange,19/01/2021,10:55 PM
41-0991400,Claude,Support,PA,9815-7207-2301-1496,174,2024-04,MTO,EFT,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,CFZI2499239,376.4,0.005,1.882,0,378.287,AUD,Yes,358,Poor,NoChange,4/04/2022,8:28 AM
58-9529515,Elysha,Legal,PA,0972-4523-9408-4992,729,2024-02,REC,VI,BPAY,Declined,BPay,LZNH6413134,4104.8,0.01,41.048,0,4145.858,AUD,Yes,493,Poor,Increased,11/02/2021,1:40 AM
36-4864290,Auberon,Business Development,MI,8354-6545-7362-8523,582,2024-04,REC,VI,AUSTRALIA_POST,Declined,AustraliaPost,CUZP0839186,8681.8,0.01,86.818,0,8768.628,AUD,Yes,662,Fair,NoChange,31/08/2021,3:21 PM
69-1433204,Gusty,Product Management,CA,5787-4575-6127-6442,744,2024-05,SSL,AX,AUSTRALIA_POST,Pending,AustraliaPost,RFZW0414348,8451.9,0.02,169.038,0,8620.958,AUD,No,455,Poor,Increased,19/11/2020,8:30 AM
13-2018395,Corie,Business Development,OH,7613-8823-4900-6718,909,2024-08,REC,EFT,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,THLQ8372053,7610.9,0.005,38.0545,0,7648.9595,AUD,Yes,352,Poor,Increased,28/10/2021,7:28 PM
62-4328308,Evelin,Training,CA,2452-9561-5280-8257,121,2024-05,SSL,AX,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,RPQV2265276,4626.3,0.02,92.526,0,4718.846,AUD,No,311,Poor,Increased,28/01/2022,1:34 AM
13-1332820,Isabelita,Engineering,IN,6491-9123-2318-1622,785,2024-10,SSL,MC,BPAY,Pending,BPay,FYMY6025386,7735.3,0.01,77.353,0,7812.663,AUD,No,625,Fair,Increased,21/08/2020,12:48 AM
16-8598367,Chrissie,Marketing,AL,0977-4325-3128-0050,639,2024-05,SSL,AX,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,EUEY5305992,7893.4,0.02,157.868,0,8051.288,AUD,No,695,Good,NoChange,15/03/2021,12:41 AM
72-7269968,Cora,Human Resources,DC,5335-9334-2091-4093,436,2024-08,SSL,VI,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,GOMP4545768,8733.3,0.01,87.333,0,8820.643,AUD,Yes,510,Poor,Decreased,11/04/2021,5:24 AM
26-3555108,Bertrando,Support,LA,2417-8552-7939-3778,407,2024-07,MTO,AX,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,YPQP8258446,1175.9,0.02,23.518,0,1199.438,AUD,No,616,Fair,Increased,26/05/2022,11:27 AM
38-6484201,Vinny,Legal,NC,3597-2615-3012-6793,903,2024-03,REC,EFT,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,LLOC5362027,4742.9,0.005,23.7145,0,4766.6195,AUD,Yes,734,Good,Increased,10/07/2020,12:08 AM
87-6701828,Dallon,Engineering,MI,9470-6531-2898-2679,315,2024-02,REC,EFT,BPAY,Pending,BPay,KRLD3218898,3102.5,0.005,15.5125,0,3118.0175,AUD,Yes,357,Poor,NoChange,24/07/2020,5:41 PM
01-5434451,Jaye,Sales,TX,2112-1926-6578-5982,756,2024-05,MTO,VI,BPAY,Pending,BPay,GLWK5567373,4416.9,0.01,44.169,0,4461.079,AUD,Yes,430,Poor,Increased,5/03/2022,7:17 PM
21-6135152,Sampson,Accounting,CA,3663-6596-2564-8859,777,2024-04,SSL,VI,AUSTRALIA_POST,Pending,AustraliaPost,IFRT1621279,3366.9,0.01,33.669,0,3400.579,AUD,No,449,Poor,NoChange,21/05/2021,11:52 AM
43-2065304,Harmon,Product Management,PA,3962-5356-7336-2029,412,2024-02,SSL,AX,BPAY,Declined,BPay,JVIA9959053,4379.3,0.02,87.586,0,4466.906,AUD,No,633,Fair,Decreased,18/03/2022,10:12 AM
17-8287875,Arvin,Training,TX,6489-2051-2083-9792,229,2024-03,SSL,MC,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,ZGVD6298689,6421.9,0.01,64.219,0,6486.129,AUD,No,672,Good,Decreased,14/08/2020,4:06 AM
39-8153844,Bridget,Training,MD,6220-9730-9116-0187,584,2024-11,SSL,EFT,BRANCH_PAYMENT,Approved,BranchPayment,INJQ1493227,6135.2,0.005,30.676,0,6165.881,AUD,Yes,368,Poor,Decreased,2/06/2021,9:39 PM
03-5145152,Harley,Engineering,FL,8277-5816-1263-8382,241,2024-04,MTO,MC,BPAY,Declined,BPay,PJDG0572340,1510,0.01,15.1,0,1525.11,AUD,No,618,Fair,Increased,3/07/2020,11:12 PM
32-3032108,Siana,Support,NJ,4701-4508-1487-7633,395,2024-11,SSL,MC,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,ZPDH8197625,4953.7,0.01,49.537,0,5003.247,AUD,No,736,Good,Decreased,18/10/2021,9:50 PM
14-7410227,Albertine,Training,WA,8974-8050-7769-3912,243,2024-05,REC,AX,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,SOQK3148210,5636.4,0.02,112.728,0,5749.148,AUD,No,416,Poor,Decreased,10/01/2022,3:28 AM
55-5425212,Hersh,Business Development,TX,1311-8594-9079-1538,707,2024-10,REC,EFT,BRANCH_PAYMENT,Pending,BranchPayment,BWVC0804549,6366.4,0.005,31.832,0,6398.237,AUD,No,419,Poor,Decreased,28/11/2021,8:23 AM
74-4184230,Malinde,Sales,TX,5641-4547-7460-1074,619,2024-11,REC,AX,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,LOSB0390945,1735.6,0.02,34.712,0,1770.332,AUD,No,682,Good,Decreased,30/09/2020,11:02 PM
69-4797280,Fanny,Sales,GA,3171-2917-0500-4498,220,2024-05,REC,MC,BRANCH_PAYMENT,Declined,BranchPayment,NTVV2194032,1315.1,0.01,13.151,0,1328.261,AUD,Yes,403,Poor,NoChange,10/12/2020,2:34 AM
79-1541913,Cahra,Marketing,CA,5640-9045-8572-8309,174,2024-05,SSL,VI,BRANCH_PAYMENT,Pending,BranchPayment,QRVZ1241821,3163.8,0.01,31.638,0,3195.448,AUD,Yes,352,Poor,Increased,16/06/2021,2:59 PM
91-5376646,Tracey,Sales,FL,5547-0385-6250-9849,423,2024-07,SSL,MC,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,XNCP3133216,3342.7,0.01,33.427,0,3376.137,AUD,Yes,542,Poor,Decreased,22/01/2022,2:07 AM
03-3134883,Florie,Sales,OH,1292-4348-6657-9767,382,2024-02,MTO,EFT,BRANCH_PAYMENT,Pending,BranchPayment,LLLB5799691,5896.8,0.005,29.484,0,5926.289,AUD,Yes,645,Fair,Increased,9/02/2022,7:33 AM
45-8739416,Shermie,Accounting,FL,1263-8449-1891-5705,690,2024-09,MTO,EFT,BRANCH_PAYMENT,Pending,BranchPayment,UPEM5504877,391.3,0.005,1.9565,0,393.2615,AUD,No,434,Poor,Increased,19/04/2021,8:25 PM
24-7217650,Eustace,Research and Development,DC,7027-7121-8120-5282,789,2024-09,MTO,EFT,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,CKYJ0620973,8691.1,0.005,43.4555,0,8734.5605,AUD,No,570,Poor,Decreased,17/10/2021,2:59 PM
31-3302172,Marc,Engineering,HI,9294-3479-9869-6250,979,2024-08,REC,AX,BRANCH_PAYMENT,Pending,BranchPayment,CSCV1781254,793.2,0.02,15.864,0,809.084,AUD,No,710,Good,NoChange,19/03/2021,6:46 PM
01-2514618,Aubrey,Legal,IL,1065-7227-4552-3201,464,2024-10,MTO,AX,BRANCH_PAYMENT,Approved,BranchPayment,ARBV7154872,6266.5,0.02,125.33,0,6391.85,AUD,Yes,376,Poor,Decreased,29/05/2022,11:01 PM
16-3223264,Tiebold,Engineering,FL,1739-9100-6401-7367,541,2024-10,REC,MC,AUSTRALIA_POST,Approved,AustraliaPost,LNUA2997159,5078.5,0.01,50.785,0,5129.295,AUD,Yes,453,Poor,Decreased,13/10/2020,6:58 AM
54-3208563,Alice,Marketing,NY,5671-8588-7024-3703,485,2024-04,REC,VI,BPAY,Declined,BPay,ITGB3048659,2232.1,0.01,22.321,0,2254.431,AUD,Yes,506,Poor,Decreased,28/09/2021,9:56 AM
07-2610231,Tracey,Training,NY,0694-2639-2548-1381,246,2024-05,SSL,MC,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,KHKD4394456,1344.6,0.01,13.446,0,1358.056,AUD,Yes,469,Poor,NoChange,26/05/2021,10:14 PM
57-1851926,Roze,Support,CA,1153-3881-5242-2405,815,2024-01,SSL,VI,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,FYCN7551757,5210.5,0.01,52.105,0,5262.615,AUD,Yes,527,Poor,NoChange,2/11/2020,2:44 PM
08-7221019,Jeremie,Engineering,OK,8561-1591-4635-8551,436,2024-08,REC,EFT,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,HTUX3525596,5772.1,0.005,28.8605,0,5800.9655,AUD,Yes,646,Fair,Decreased,15/08/2020,10:35 AM
84-2786304,Liane,Services,MO,1885-9073-5752-1240,836,2024-01,SSL,MC,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,WKBL0467503,6996.6,0.01,69.966,209.898,7276.474,AUD,No,606,Fair,Increased,12/02/2022,12:11 AM
69-2230709,Earvin,Human Resources,SC,5685-1781-5764-5411,467,2024-09,MTO,AX,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,UOEW2093210,8973.2,0.02,179.464,269.196,9421.88,AUD,No,542,Poor,NoChange,5/02/2021,11:48 PM
53-4775892,Elfie,Training,IN,7694-3285-4610-9493,708,2024-01,MTO,EFT,BPAY,Approved,BPay,VPZR1811653,7736.8,0.005,38.684,232.104,8007.593,AUD,No,343,Poor,Decreased,24/02/2021,3:50 AM
44-9984778,Glendon,Human Resources,PA,0545-6415-0857-8342,184,2024-01,REC,MC,BRANCH_PAYMENT,Pending,BranchPayment,KQTB4126007,2962.7,0.01,29.627,0,2992.337,AUD,No,599,Fair,NoChange,21/11/2020,12:46 AM
34-9549374,Susanetta,Product Management,TX,9902-7638-1963-0172,387,2024-08,REC,AX,AUSTRALIA_POST,Approved,AustraliaPost,XRFB5961671,6640.9,0.02,132.818,0,6773.738,AUD,Yes,378,Poor,Increased,27/08/2021,3:07 AM
